epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,603.475,1.85025,7.29877,1.45579,0.41912,0.13092,0.26348,0.17946,3.06846,9.27046,2.31548,0.000660045,0.000660045,0.000660045
43,616.36,1.68075,6.63751,1.33103,0.40242,0.04273,0.21577,0.16717,2.97713,10.2585,2.2722,0.000649046,0.000649046,0.000649046
44,629.549,1.98914,7.15856,1.46267,0.37117,0.13752,0.24569,0.17236,2.97282,9.88683,2.30398,0.000638047,0.000638047,0.000638047
45,643.142,1.79974,6.92653,1.36403,0.40553,0.1464,0.26373,0.19626,3.09188,9.56374,2.35373,0.000627048,0.000627048,0.000627048
46,656.915,1.95027,6.89804,1.38414,0.44634,0.11403,0.27563,0.176,3.05309,9.646,2.31135,0.000616049,0.000616049,0.000616049
47,670.635,1.93181,6.90915,1.4099,0.45378,0.10458,0.2664,0.18335,3.17277,9.86739,2.33482,0.000605051,0.000605051,0.000605051
48,684.313,1.67254,6.54272,1.25325,0.36067,0.03138,0.18999,0.14139,2.95286,10.1562,2.27294,0.000594052,0.000594052,0.000594052
49,697.404,1.37843,5.709,1.04687,0.48576,0.00823,0.24643,0.18004,3.0416,10.7029,2.25501,0.000583053,0.000583053,0.000583053
50,710.583,2.03042,7.61058,1.46038,0.47475,0.0161,0.24395,0.17735,2.88352,10.8127,2.22374,0.000572054,0.000572054,0.000572054
51,723.719,1.75613,6.77145,1.4031,0.29765,0.2442,0.24932,0.16885,2.96306,8.89059,2.27084,0.000561055,0.000561055,0.000561055
52,737.018,1.80507,6.72355,1.30324,0.41899,0.06457,0.23114,0.16026,2.86803,9.79004,2.24534,0.000550056,0.000550056,0.000550056
53,750.204,1.57069,6.22815,1.25111,0.44466,0.0334,0.23548,0.17425,2.94483,10.1719,2.25588,0.000539057,0.000539057,0.000539057
54,763.972,1.9841,6.89425,1.40346,0.51128,0.21881,0.33922,0.24025,3.02474,9.15158,2.35215,0.000528058,0.000528058,0.000528058
55,776.954,1.74449,6.8378,1.35575,0.32403,0.10854,0.20634,0.14391,3.05813,9.86924,2.29221,0.000517059,0.000517059,0.000517059
56,790.133,1.84477,7.23404,1.60698,0.35294,0.15901,0.22952,0.1707,2.93332,9.45134,2.28898,0.00050606,0.00050606,0.00050606
57,803.099,1.74501,6.94742,1.44479,0.39533,0.0199,0.20654,0.15375,3.08674,10.7414,2.28261,0.000495062,0.000495062,0.000495062
58,816.751,1.79295,6.50041,1.33033,0.41553,0.04618,0.22595,0.17185,2.89977,10.3594,2.25206,0.000484063,0.000484063,0.000484063
59,830.305,1.77499,6.77588,1.45439,0.32051,0.05725,0.18148,0.13973,2.86014,10.2509,2.24394,0.000473064,0.000473064,0.000473064
60,843.56,1.61999,6.31846,1.3095,0.35912,0.2133,0.25516,0.18662,2.82317,9.0639,2.22241,0.000462065,0.000462065,0.000462065
61,856.96,1.80805,6.67093,1.39867,0.363,0.15806,0.2445,0.17141,2.78713,9.4697,2.18741,0.000451066,0.000451066,0.000451066
62,870.663,1.7285,7.14225,1.4857,0.31852,0.19839,0.23228,0.16819,2.80759,9.04065,2.23257,0.000440067,0.000440067,0.000440067
63,884.603,1.90601,6.78638,1.54438,0.55167,0.1551,0.32449,0.26164,2.80083,9.18966,2.20814,0.000429068,0.000429068,0.000429068
64,898.15,1.7926,6.68661,1.47705,0.51139,0.19165,0.31463,0.21324,2.85803,9.09135,2.20939,0.000418069,0.000418069,0.000418069
65,911.445,1.60872,6.2973,1.31301,0.55456,0.14833,0.32187,0.225,2.86348,9.24134,2.21754,0.00040707,0.00040707,0.00040707
66,924.431,1.48183,6.0237,1.26467,0.38577,0.03926,0.20488,0.15691,2.91322,9.92245,2.2112,0.000396071,0.000396071,0.000396071
67,938.289,1.68522,6.60954,1.34179,0.39774,0.10162,0.23104,0.16931,2.96646,9.60858,2.24941,0.000385073,0.000385073,0.000385073
68,951.564,1.67608,6.22701,1.27373,0.52716,0.1395,0.31186,0.22738,2.85834,9.51391,2.21453,0.000374074,0.000374074,0.000374074
69,964.828,1.78342,5.95179,1.28485,0.51242,0.05663,0.27661,0.22047,2.802,10.5102,2.17787,0.000363075,0.000363075,0.000363075
70,978.073,1.73558,6.5582,1.45331,0.28079,0.11112,0.17327,0.13237,2.78493,9.9449,2.1899,0.000352076,0.000352076,0.000352076
71,991.395,1.46893,5.86043,1.19918,0.32834,0.0525,0.18357,0.13868,2.78367,10.4926,2.18028,0.000341077,0.000341077,0.000341077
72,1004.46,1.80431,6.73948,1.41592,0.48709,0.06754,0.26611,0.191,2.80891,9.79809,2.20416,0.000330078,0.000330078,0.000330078
73,1017.84,1.50465,6.22803,1.29002,0.51346,0.22539,0.32945,0.23866,2.72186,8.91758,2.21535,0.000319079,0.000319079,0.000319079
74,1031.41,1.82386,7.0511,1.70101,0.46195,0.23028,0.30148,0.22162,2.69171,8.87393,2.19157,0.00030808,0.00030808,0.00030808
75,1044.75,1.42048,5.80853,1.19859,0.56921,0.06649,0.30474,0.21751,2.73751,9.76328,2.18182,0.000297081,0.000297081,0.000297081
76,1057.66,1.76837,6.92612,1.47447,0.55825,0.1038,0.31269,0.21445,2.71063,9.53702,2.17551,0.000286083,0.000286083,0.000286083
77,1071.32,2.02814,7.08101,1.6946,0.45627,0.27832,0.32166,0.22951,2.74988,8.7304,2.19264,0.000275084,0.000275084,0.000275084
78,1084.49,1.54137,6.56879,1.43152,0.49997,0.12372,0.28792,0.21593,2.77947,9.37094,2.18854,0.000264085,0.000264085,0.000264085
79,1097.69,1.41336,5.76329,1.24021,0.47811,0.05639,0.2587,0.19367,2.80657,10.0302,2.19024,0.000253086,0.000253086,0.000253086
80,1111.22,1.81367,5.99516,1.31301,0.48103,0.1144,0.27585,0.20502,2.72605,9.54024,2.1886,0.000242087,0.000242087,0.000242087
81,1124.62,1.84411,6.0317,1.35814,0.47789,0.12095,0.27606,0.19918,2.82765,9.52072,2.19828,0.000231088,0.000231088,0.000231088
82,1138.06,1.36072,5.37147,1.08606,0.5114,0.08603,0.28147,0.21551,2.8015,9.59774,2.20637,0.000220089,0.000220089,0.000220089
83,1151.41,1.74332,6.55992,1.52108,0.42286,0.12051,0.24606,0.16538,2.7676,9.3377,2.21012,0.00020909,0.00020909,0.00020909
84,1165.25,1.66362,6.42329,1.47389,0.45656,0.15299,0.27428,0.20521,2.77146,9.12847,2.20165,0.000198091,0.000198091,0.000198091
85,1178.36,1.48489,6.00546,1.35602,0.52818,0.13157,0.30548,0.22605,2.77113,9.22706,2.19338,0.000187092,0.000187092,0.000187092
86,1191.98,1.49386,5.97325,1.22606,0.55275,0.06719,0.30092,0.23216,2.83701,9.66697,2.19236,0.000176094,0.000176094,0.000176094
87,1205.73,1.40402,5.4941,1.17811,0.36147,0.05749,0.20144,0.15438,2.74267,9.87211,2.17572,0.000165095,0.000165095,0.000165095
88,1219.02,1.17702,5.37458,1.08599,0.53371,0.04961,0.28496,0.22174,2.8008,10.2043,2.1938,0.000154096,0.000154096,0.000154096
89,1232.22,1.62598,6.72515,1.45239,0.31076,0.14406,0.19847,0.15195,2.7034,9.37987,2.19413,0.000143097,0.000143097,0.000143097
90,1245.22,1.50605,5.80239,1.23051,0.50903,0.13466,0.29537,0.2291,2.69277,9.3352,2.18747,0.000132098,0.000132098,0.000132098
91,1260.66,0.82369,4.18754,0.80582,0.53945,0.07895,0.29517,0.21145,2.70666,9.65233,2.18937,0.000121099,0.000121099,0.000121099
92,1273.23,0.76744,4.24543,0.8064,0.53308,0.04917,0.28441,0.20794,2.68676,10.0381,2.18038,0.0001101,0.0001101,0.0001101
93,1285.72,0.86384,4.47564,0.82232,0.53859,0.05364,0.28885,0.21706,2.69154,10.1472,2.18103,9.91012e-05,9.91012e-05,9.91012e-05
94,1298.16,0.84369,3.96865,0.83282,0.34783,0.06151,0.19521,0.1515,2.70644,10.0954,2.18931,8.81023e-05,8.81023e-05,8.81023e-05
95,1310.76,0.86128,4.08527,0.7994,0.33229,0.05415,0.18628,0.14436,2.72229,10.1506,2.19231,7.71034e-05,7.71034e-05,7.71034e-05
96,1323.34,0.8869,4.07031,0.82711,0.34437,0.03623,0.18767,0.14681,2.72051,10.3702,2.19189,6.61045e-05,6.61045e-05,6.61045e-05
97,1335.78,0.94596,4.24987,0.87567,0.35384,0.04578,0.1948,0.15075,2.71564,10.2412,2.19152,5.51056e-05,5.51056e-05,5.51056e-05
98,1348.05,0.60466,3.38863,0.65834,0.3489,0.04393,0.19171,0.14878,2.70567,10.2705,2.18725,4.41067e-05,4.41067e-05,4.41067e-05
99,1360.44,0.70631,3.65058,0.66125,0.34405,0.04244,0.18845,0.14674,2.70113,10.2996,2.18846,3.31078e-05,3.31078e-05,3.31078e-05
100,1372.89,0.83076,4.01139,0.73584,0.33819,0.0435,0.18577,0.14633,2.69717,10.2979,2.1897,2.21089e-05,2.21089e-05,2.21089e-05
