epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,685.322,2.3952,4.03668,1.94045,0.57225,0.76094,0.73824,0.49728,2.49823,3.68076,1.94541,0.000660045,0.000660045,0.000660045
43,699.857,2.35735,5.04427,1.90247,0.32845,0.88679,0.76097,0.50797,2.45651,3.90395,1.91798,0.000649046,0.000649046,0.000649046
44,714.717,2.39598,4.35807,1.86158,0.425,0.84961,0.70083,0.46968,2.50866,3.77383,1.92914,0.000638047,0.000638047,0.000638047
45,729.381,2.30132,4.66988,1.84611,0.72018,0.76196,0.7985,0.52935,2.50967,3.58597,1.90739,0.000627048,0.000627048,0.000627048
46,744.426,2.44813,4.06607,1.88206,0.79615,0.67775,0.81065,0.53652,2.42728,3.11017,1.90864,0.000616049,0.000616049,0.000616049
47,759.614,2.44987,4.15229,1.90257,0.55366,0.87833,0.82165,0.53917,2.48796,3.3211,1.93091,0.000605051,0.000605051,0.000605051
48,774.663,2.44372,3.95585,1.90376,0.53028,0.86101,0.77439,0.52244,2.4117,3.44068,1.91734,0.000594052,0.000594052,0.000594052
49,789.836,2.62832,4.6237,1.93424,0.34308,0.85607,0.69666,0.45926,2.52025,3.9964,1.92676,0.000583053,0.000583053,0.000583053
50,804.407,2.3882,4.84265,1.90525,0.34425,0.86222,0.67799,0.46583,2.42149,4.34599,1.90909,0.000572054,0.000572054,0.000572054
51,819.238,2.40218,5.13836,1.92258,0.34536,0.89562,0.80294,0.54402,2.43445,3.76296,1.91106,0.000561055,0.000561055,0.000561055
52,833.753,2.25514,4.39066,1.86896,0.35842,0.89283,0.76652,0.51778,2.41499,3.68329,1.90995,0.000550056,0.000550056,0.000550056
53,848.459,2.47266,4.00799,1.90586,0.36603,0.86965,0.75688,0.51102,2.38796,3.77116,1.91016,0.000539057,0.000539057,0.000539057
54,863.069,2.36902,4.20262,1.94039,0.53834,0.78066,0.6804,0.45631,2.46397,3.85879,1.92912,0.000528058,0.000528058,0.000528058
55,878.272,2.45284,3.88098,1.90227,0.77872,0.68089,0.77185,0.50948,2.40296,3.55426,1.91025,0.000517059,0.000517059,0.000517059
56,893.31,2.35968,3.98346,1.88402,0.76996,0.66423,0.75904,0.4941,2.51957,3.57515,1.92886,0.00050606,0.00050606,0.00050606
57,908.625,2.45886,4.23403,1.89189,0.32846,0.88182,0.76091,0.52035,2.34592,3.81557,1.89794,0.000495062,0.000495062,0.000495062
58,923.239,2.30347,3.84132,1.87769,0.4954,0.82975,0.73526,0.50613,2.37254,3.92077,1.90487,0.000484063,0.000484063,0.000484063
59,937.86,2.37015,4.0192,1.86806,0.34422,0.85946,0.70746,0.48506,2.38036,4.14529,1.89662,0.000473064,0.000473064,0.000473064
60,952.772,2.3373,4.26103,1.88195,0.74232,0.78344,0.82138,0.56929,2.37498,3.41293,1.90577,0.000462065,0.000462065,0.000462065
61,967.867,2.46365,3.91416,1.86719,0.50829,0.78066,0.61045,0.42314,2.40043,3.9915,1.89917,0.000451066,0.000451066,0.000451066
62,983.061,2.41451,5.07672,1.86805,0.7669,0.67708,0.75851,0.50637,2.41669,3.86485,1.90077,0.000440067,0.000440067,0.000440067
63,997.792,2.39157,4.19985,1.87711,0.74598,0.66458,0.76412,0.4842,2.53461,3.42815,1.9192,0.000429068,0.000429068,0.000429068
64,1012.69,2.35849,3.66023,1.8838,0.78199,0.76326,0.83001,0.56206,2.41264,3.27128,1.9066,0.000418069,0.000418069,0.000418069
65,1027.6,2.37843,3.98713,1.87215,0.36085,0.87381,0.7858,0.54251,2.34211,3.94335,1.88958,0.00040707,0.00040707,0.00040707
66,1042.22,2.35886,4.6367,1.87971,0.38244,0.88222,0.76757,0.52781,2.35949,4.05246,1.895,0.000396071,0.000396071,0.000396071
67,1056.86,2.27838,4.06598,1.84275,0.37082,0.88215,0.7681,0.52411,2.41737,3.95036,1.90473,0.000385073,0.000385073,0.000385073
68,1071.54,2.38586,3.88863,1.88905,0.36759,0.87184,0.7354,0.5011,2.38133,4.17124,1.90579,0.000374074,0.000374074,0.000374074
69,1086.28,2.43237,4.16088,1.88267,0.64498,0.8417,0.80933,0.55773,2.34604,3.46424,1.90329,0.000363075,0.000363075,0.000363075
70,1100.91,2.24565,4.00725,1.86346,0.36312,0.8929,0.79818,0.5489,2.3551,3.59335,1.90187,0.000352076,0.000352076,0.000352076
71,1115.45,2.29449,3.76074,1.86181,0.36609,0.88388,0.75095,0.51222,2.35675,3.87278,1.89074,0.000341077,0.000341077,0.000341077
72,1130.08,2.27494,5.53002,1.87018,0.61971,0.80395,0.7611,0.52206,2.32908,3.38325,1.89269,0.000330078,0.000330078,0.000330078
73,1144.51,2.31131,3.69477,1.87732,0.38279,0.86909,0.72067,0.49786,2.35906,4.21449,1.89321,0.000319079,0.000319079,0.000319079
74,1159.63,2.29115,3.63145,1.84909,0.81825,0.6786,0.7992,0.54397,2.351,3.49937,1.8907,0.00030808,0.00030808,0.00030808
75,1174.71,2.38325,3.84889,1.89436,0.71431,0.77959,0.80285,0.55213,2.32311,3.31404,1.89753,0.000297081,0.000297081,0.000297081
76,1189.41,2.28512,5.24753,1.87638,0.64906,0.82811,0.80503,0.54684,2.38017,3.69249,1.89686,0.000286083,0.000286083,0.000286083
77,1204.3,2.30303,3.52023,1.87747,0.70646,0.81103,0.80436,0.55793,2.31462,3.30086,1.8896,0.000275084,0.000275084,0.000275084
78,1219.09,2.22331,4.00439,1.8399,0.42215,0.87793,0.75343,0.51325,2.34492,3.80967,1.88771,0.000264085,0.000264085,0.000264085
79,1233.66,2.14966,4.09437,1.87717,0.39455,0.90993,0.81586,0.56224,2.33653,3.58251,1.88764,0.000253086,0.000253086,0.000253086
80,1248.49,2.14003,3.54616,1.83344,0.5887,0.85457,0.7859,0.54507,2.3112,3.41557,1.88522,0.000242087,0.000242087,0.000242087
81,1263.54,2.20151,3.96784,1.85614,0.3863,0.90173,0.81004,0.55841,2.33882,3.64529,1.88957,0.000231088,0.000231088,0.000231088
82,1278.44,2.24495,3.55557,1.82967,0.63429,0.81783,0.80178,0.5531,2.33369,3.70142,1.88296,0.000220089,0.000220089,0.000220089
83,1293.38,2.21584,3.54151,1.85828,0.37612,0.87878,0.78356,0.54021,2.3411,4.07124,1.87958,0.00020909,0.00020909,0.00020909
84,1308.35,2.29274,3.43758,1.88096,0.36677,0.8936,0.79164,0.54779,2.30112,3.78235,1.88844,0.000198091,0.000198091,0.000198091
85,1323.18,2.31675,3.30328,1.90195,0.64783,0.79664,0.79222,0.54831,2.30523,3.99802,1.88942,0.000187092,0.000187092,0.000187092
86,1338,2.27823,3.69957,1.8602,0.59313,0.81305,0.79351,0.54608,2.31204,3.56172,1.8846,0.000176094,0.000176094,0.000176094
87,1352.9,2.31335,3.3776,1.85776,0.70313,0.74338,0.77936,0.54178,2.30137,3.9918,1.89003,0.000165095,0.000165095,0.000165095
88,1367.64,2.1876,3.42891,1.83272,0.68489,0.71531,0.7487,0.51818,2.32787,4.46138,1.88864,0.000154096,0.000154096,0.000154096
89,1382.69,2.25804,3.87548,1.85042,0.73542,0.74458,0.78759,0.54034,2.32774,3.83303,1.88872,0.000143097,0.000143097,0.000143097
90,1397.38,2.22473,3.63797,1.82438,0.64454,0.74606,0.77417,0.54438,2.29538,4.44533,1.88063,0.000132098,0.000132098,0.000132098
91,1415.3,2.04558,4.14209,1.85309,0.74722,0.77619,0.80953,0.56514,2.29162,3.65486,1.88982,0.000121099,0.000121099,0.000121099
92,1429.99,2.09316,5.63454,1.83649,0.41648,0.87281,0.80033,0.5545,2.32245,3.98972,1.89274,0.0001101,0.0001101,0.0001101
93,1444.47,2.02741,7.95816,1.78248,0.47322,0.83548,0.77703,0.54315,2.31791,4.86224,1.88815,9.91012e-05,9.91012e-05,9.91012e-05
94,1459.08,2.12248,4.0781,1.85469,0.45962,0.84529,0.77341,0.54247,2.31414,4.76696,1.88149,8.81023e-05,8.81023e-05,8.81023e-05
95,1473.72,2.02462,5.44547,1.76848,0.43724,0.84913,0.76669,0.53752,2.32981,4.65775,1.88977,7.71034e-05,7.71034e-05,7.71034e-05
96,1488.32,2.12192,4.42905,1.81256,0.42665,0.84366,0.76507,0.53717,2.30604,4.73403,1.89346,6.61045e-05,6.61045e-05,6.61045e-05
97,1502.96,2.00981,4.61519,1.77116,0.41399,0.83839,0.76419,0.53656,2.30709,4.74552,1.88992,5.51056e-05,5.51056e-05,5.51056e-05
98,1517.46,1.97875,8.76692,1.79465,0.41163,0.83789,0.76246,0.53541,2.31144,4.81737,1.89041,4.41067e-05,4.41067e-05,4.41067e-05
99,1532.07,2.11212,4.59756,1.80957,0.40623,0.84011,0.75887,0.53155,2.30736,4.76762,1.89031,3.31078e-05,3.31078e-05,3.31078e-05
100,1546.54,1.94106,10.8881,1.6837,0.41716,0.83135,0.75394,0.52985,2.31032,4.90942,1.89209,2.21089e-05,2.21089e-05,2.21089e-05
